Species Name	Species name adjusted to 10kTrees	Species name in Perelman tree 	Subfamily	Family	Terrestriality	logECV	logBodyMass	logInsects	logFruit	logLeaves	logCombiGroupSize	logHRS	Diurnality	ECV	N ECV	Sex ECV	Source ECV	Body mass	N Body mass	Sex Body mass	Source Body mass	Original source Body mass	%animal prey	%fruit	% seeds	%fruit and seeds	%nectar	%flowers	%nectar and flowers	% reproductive plant parts (fruits, flowers and nectar)	%gum	%leaves	%young leaves	%mature leaves	%nonreproctive plant parts (gum and leaves, bark etc.)	%other	sum	Calculation	Source diet composition	Sleeping group size	Remarks Sleeping group size	Foraging Group size: mean	Group size: range	Group size combined	Source group size	Day range (m)	male Home range (HR) size: mean (ha)	female Home range size: mean	HR size average	HR range	Source Home range size							
Cebus_olivaceus	Cebus_olivaceus	Cebus_olivaceus		Cebidae	0	1.845633245	3.342768005	1.662757832	1.62324929	0.77815125	1.322219295	2.437750563	1	70.09	12	fem	van Woerden compilation	2202	4	fem	van Woerden compilation (matching)	matching ECV	46.0	42.0	4.0	46.0	1.0	1.0	2	48.0		6.0			6	0.0	100.0	single study	Miller 1992 PhD thesis from ATWP 2011			21.0	12 to 50	21.0	Robinson 1988				274.0		Robinson 1986							
Cebus_xanthosternos	Cebus_xanthosternos	Cebus_xanthosternos		Cebidae	0	1.806212676	3.335792102				1.230448921	2.804139432	1	64.00	3	fem	Isler et al. 2008	2167	3	fem	van Woerden compilation (matching)	matching ECV																				17.0		17.0	Canale pers comm in ATWP 2011				637		Canale pers comm in ATWP 2011							
Cercocebus_agilis	Cercocebus_agilis	Cercocebus_agilis	Cercopithecinae	Cercopithecidae	0	2.004186636							1	100.97	10	fem	van Woerden compilation									70													Santochirico 2007 pers comm, Shah 2003 in ATWP 2012																			
Cercocebus_atys	Cercocebus_torquatus_atys	Cercocebus_atys	Cercopithecinae	Cercopithecidae	NA	1.938519725	3.792391689	0.73239376	1.835056102	1.380211242	1.698970004	2.698970004	1	86.80	10	fem	Isler et al. 2008	6200.0	4	fem	Isler et al. 2008	Oates et al. 1990 in Smith and Jungers 1997	5.4	68.4		68.4		1.3	1.3	69.7		24.0			24	0.9	100.0	single study	ATWP 2011: Rutte 1998 (incomplete citation), adds up to 121%, thus insect minus 21%			50.0	10 to 122	50.0	ATWP: Jeffrey 1974, Magnuson 2002, Oates 1990, Range 2004				500.0	400 to 600	Rutte 1998 in ATWP 2011 (5sqkm)							
Cercocebus_galeritus	Cercocebus_galeritus	Cercocebus_galeritus	Cercopithecinae	Cercopithecidae	1	1.979262119	3.568201724	0.932811869	1.643781563	0.961421094	1.420505837	1.57034832	1	95.34	1	fem	van Woerden compilation	3700	1	fem	Wieczkowski&Butynski in press in ATWP 2011		8.6	44.0	31.8	75.9		3.4	3.35	79.2	0.9	9.2	2.0		11.45	0.0	100.0	three studies	Homewood 1976, Kinnaird 1991, Wieczkowski 2003 thesis in ATWP 2011 (nonrepr. plant parts includes 2.4% bark)			26.3	6 to 62	26.3	Homewood 1976, Kinnaird 1991, Wieczkowski unpubl in ATWP 2011				37.18333333	17 to 101	Homewood 1976, Kinnaird 1991, Wieczkowski unpubl in ATWP 2011							
Cercocebus_torquatus	Cercocebus_torquatus	Cercocebus_torquatus	Cercopithecinae	Cercopithecidae	1	1.970726729	3.752624563		1.77815125		1.329194415	2.349665984	1	93.48	4	fem	van Woerden compilation	5658		fem	various, ATWP 2011 (captives excluded)		0	60	20	80										20.0	100.0	single study	Mitani 1989 in ATWP 2011			21.34	14 to 60	21.34	 Melnick and Pearl 87, and various in ATWP 2011				223.7	200- 247.4	max 247 from Mitani 89, Cooke in ATWP 2011							
Cercopithecus_ascanius	Cercopithecus_ascanius	Cercopithecus_ascanius	cephus group	Cercopithecidae	0	1.753461847	3.462547729	1.362356793	1.604657972	1.408239965	1.466274322	1.531478917	1	56.68	25	fem	van Woerden compilation	2901	3	fem	van Woerden compilation (matching)	matching ECV	23.0	40.2	3.7	43.94		5.0	4.98	48.9	1.4	25.6	25.0	0.6	25.6	1.0	100.0	average	Enstam and Isbell 07 review, ATWP: mature leaves less than 1%			29	15 to 50	29	Cords, McGraw, Struhsaker in ATWP 2011				34.0	19 to 68	Cords, Gathua, Struhsaker in ATWP 2011							
Cercopithecus_campbelli	Cercopithecus_campbelli	Cercopithecus_campbelli	mona group	Cercopithecidae	1	1.732912064	3.373916833	1.380211242	1.792391689	0.653212514	1.16879202	1.774516966	1	54.06	27	fem	van Woerden compilation	2365	15	fem	van Woerden compilation (matching)	matching ECV	24.0	62.0		62		1.0	1	63.0		4.5			4.5	8.5	100.0	two studies	Enstam and Isbell 07 review, Buzzard 2006 in ATWP 2011 (Porter is lowei)			15	7 to 33	15	4 studies in ATWP 2011				59.5	52-67	Buzzard 2006 in ATWP 2011							
Cercopithecus_campbelli_lowei	Cercopithecus_campbelli_lowei	Cercopithecus_campbelli_lowei	mona group	Cercopithecidae	NA	1.709153544	3.32159843		1.447158031	1.672097858			1	51.19	6	fem	van Woerden compilation	2097	6	fem	van Woerden compilation (matching)		0.0	28.0	8.0	36		9.0	9	45.0		47.0			53.0	8.0	100.0	single study	Porter 2005 in ATWP 2012, bark 8%																			
Cercopithecus_cephus	Cercopithecus_cephus	Cercopithecus_cephus	cephus group	Cercopithecidae	0	1.782313292	3.459392488	1.144574208	1.8049568	1.034762106	0.982271233	1.829303773	1	60.58	17	fem	van Woerden compilation	2880.0	10	fem	Isler et al. 2008	Malbrant&Maclatchy 1949, Gautier-Hion&Gautier 76 in Smith and Jungers 1997	14.0	63.8	5.2	69.02		5.2	5.2	74.2		10.8			10.8	1.0	100.0	average of four studies	Enstam and Isbell 07 review, Tutin, GautierHion in ATWP 2011			10	5 to 22	10	Brugiere et al. 2002, Gautier Hion1999 for range, ATWP 2011				67.5	30 to 100	Tutin, Gautier-Hion, in ATWP 2011							
Cercopithecus_diana	Cercopithecus_diana	Cercopithecus_diana	diana group	Cercopithecidae	0	1.758100481	3.591064607	1.427323786	1.631950826	0.938269483	1.350248018	1.698970004	1	57.29	14	fem	van Woerden compilation	3900.0	11	fem	Isler et al. 2008	Oates et al. 1990 in Smith and Jungers 1997	26.8	42.9	12.1	54.95		9.6	9.625	64.6		8.7			8.7	0.0	100.0	four studies	Enstam and Isbell 07 review, Oates 1990 two groups, Eckhardt in ATWP 2011			22	20 to 27	22	Whitesides 1989, Eckhardt 2002 in ATWP 2011				50.0	29 to 67	Whitesides 1989, Holenweg 1996, Eckhardt 2002 in ATWP 2011							
Cercopithecus_erythrogaster	Cercopithecus_erythrogaster	Cercopithecus_erythrogaster	cephus group	Cercopithecidae	0		3.462397998				1.230448921		1					2900.0		fem	Smith and Jungers 1997 (n unknown, from graph in Haltenorth and Diller 1980)																						4 to 30	17	only range in Butynski 1994 in ATWP 2011													
Cercopithecus_hamlyni	Cercopithecus_hamlyni	Cercopithecus_hamlyni	hamlyni group	Cercopithecidae	0	1.791456717		1.774516966	1.054613055	1.279552881			1	61.87	3	fem	van Woerden compilation						59.5	11.34	3.24	14.58		3.645	3.645	18.2		19.035			19.0	3.24	100.0	single study	Porter 2005 in ATWP 2011 (insects mentioned in C. campbelli entry)																			
Cercopithecus_lhoesti	Cercopithecus_lhoesti	Cercopithecus_lhoesti	lhoesti group	Cercopithecidae	1	1.820380612	3.537819095	0.980911938	1.444903163	1.543509306	1.472268752	1.712333966	1	66.13	11	fem	van Woerden compilation	3450.0	50	fem	Isler et al. 2008	Smith and Jungers 1997	9.6	27.9	10.4	38.295		4.8	4.845	43.1		35.0	8.0		35.0	12.3	100.0	two studies	Kaplin 2000 in Enstam and Isbell 07 review, Ukizintambara in ATWP 2011			30	23 to 37	30	several in ATWP 2011				51.6	33.6 to 70.84	several in ATWP 2011							
Cercopithecus_mitis	Cercopithecus_mitis	Cercopithecus_mitis	mitis group	Cercopithecidae	0	1.81705747	3.59439255	1.242328417	1.698970004	1.250724877	1.427323786	1.685741739	1	65.62	57	fem	van Woerden compilation	3930	41	fem	Colyn 1994	in Smith and Jungers 1997	17.5	50.0	6.5	56.46		7.4	7.4	63.9	0.4	17.8	10.0	7.8	17.8	0.5	100.0	average	Enstam and Isbell 07 review, multitude of values in ATWP 2011, more than half young leaves			25	17 to 45	27	various in ATWP 2011				48.5	1 to 335	various in ATWP 2011							
Cercopithecus_mona	Cercopithecus_mona	Cercopithecus_mona	mona group	Cercopithecidae	0	1.752048448	3.505149978	0.995635195	1.620136055	1.133538908	1.387389826	1.795880017	1	56.50	9	fem	van Woerden compilation	3200.0	4	fem	diverse in ATWP 2011, few values		9.9	41.7	22	63.7		11.7	11.7	75.4		13.6			13.6	1.1	100.0	single study	Matsuda Goodwin 2007 in ATWP 2011			24	13 to 47	24	various in ATWP 2011				62.5	25 to 100	Howard 1977 in ATWP 2011							
Cercopithecus_neglectus	Cercopithecus_neglectus	Cercopithecus_neglectus	neglectus group	Cercopithecidae	1	1.784344662	3.550228353	0.872156273	1.705863712	1.31386722	1.013679697	0.875061263	1	60.9	12	fem	Isler et al. 2008	3550.0	3	fem	Colyn 1974 in ATWP 2011		7.5	50.8	1.2	52		4.25	4.25	56.3	1.1	20.6	19.5	12.6	20.6	14.6	100.0	two studies	Enstam and Isbell 07 review, Wahome et al. 1993 in ATWP 2011			10	3 to 15	10	various in ATWP 2011				7.5	4 to 10	Gautier Hion in ATWP 2011							
Cercopithecus_nictitans	Cercopithecus_nictitans	Cercopithecus_nictitans	mitis group	Cercopithecidae	0	1.831420694	3.629409599	0.954242509	1.719124036	1.178257321	1.446226402	2.125481266	1	67.83	19	fem	van Woerden compilation	4260.0	30.0	fem	Isler et al. 2008	Smith&Jungers 1997	9.0	52.4	16.3	68.675		6.0	6.025	74.7		15.1		0.1	15.1	1.2	100.0	average	Enstam and Isbell 07 review			28	7 to 60	28	various in ATWP 2011				133.5	119 to 148	mixed group							
Cercopithecus_petaurista	Cercopithecus_petaurista	Cercopithecus_petaurista	cephus group	Cercopithecidae	0	1.722208387	3.465112347	0.984527313	1.744684063	1.356981401	1.025305865	1.833306515	1	52.75	28	fem	van Woerden compilation	2918	11	fem	van Woerden compilation (matching)	matching ECV	9.7	55.6		55.55		6.0	6	61.6		22.8			22.8	6.0	100.0	two studies	Enstam and Isbell 07 review (Buzzard 2006, Galat 1985 in ATWP 2011)			11	4 to 25	11	various in ATWP 2011				68.1	41 to 94	various in ATWP 2011							
Cercopithecus_pogonias	Cercopithecus_pogonias	Cercopithecus_pogonias	mona group	Cercopithecidae	0	1.760374609	3.46834733	0.884606581	1.697011269	1.102090526	1.308564414	1.889301703	1	57.59	21	fem	van Woerden compilation	2940	10	fem	Isler et al. 2008	Gautier Hion 1999	7.7	49.8	23.5	73.275		6.4	6.425	79.7		12.7			12.7	0.0	100.0	four studies	Enstam and Isbell 07 review, ATWP 2011			20	9 to 53	20	various in ATWP 2011				77.5	55 to 100	GautierHion 1988							
Cercopithecus_pogonias_wolfi	Cercopithecus_pogonias_wolfi	Cercopithecus_pogonias_wolfi	mona group	Cercopithecidae	0	1.728353782	3.457881897	1	1.543240028	1.337958164	1.224662529		1	53.50	1	fem	van Woerden compilation	2870	120	fem	Isler et al. 2008	Smith&Jungers 1997	10.0	34.9	25.7	60.6		7.6	7.603333333	68.2	0.0	21.8			21.8	0.0	100.0	four studies	Enstam and Isbell 07 review, ATWP 2011			17	10 to 30	17	various in ATWP 2011													
Cercopithecus_preussi	Cercopithecus_preussi	Cercopithecus_preussi	lhoesti group	Cercopithecidae	1	1.797959644		-1	1.715167358	1.622214023			1	62.80	2	fem	van Woerden compilation						0.1	51.9		51.9		1.2	1.2	53.1		41.9	1.6		41.9	4.9	100.0	single study	Beeson 1996 in ATWP 2012, terr. herbaceous plants, pith and tree shoots included in leaves																			
Cheirogaleus_major	Cheirogaleus_major	Cheirogaleus_major		Cheirogaleidae	0	0.751685808	2.602059991				0.602059991	0.643452676	0	5.65	24	all individuals	van Woerden compilation	400.0	9	all individuals	Isler et al. 2008																			4	2 adult plu off	3.5	2 to 5	4.0	Gould and Sauther 07 review, HMW vol.3			4.0	4.4		Wright &Martin 1995							
Cheirogaleus_medius	Cheirogaleus_medius	Cheirogaleus_medius		Cheirogaleidae	0	0.405463194	2.144574208	1.290034611	1.829303773	0.698970004	0.602059991	0.602059991	0	2.54	19	all individuals	van Woerden compilation	139.5	99	all individuals	Isler et al. 2008		19.50	67.5		67.5			8.00	75.5		5.0	5.0		5.0	0.0	100.0	two studies	Fietz & Ganzhorn 1999, Hladik 1980	4.0	2 adult plu off	1		4.0	Gould and Sauther 07 review				4.0	1.56-4	Gould and Sauther 07 review							
Chiropotes_albinasus	Chiropotes_albinasus	Chiropotes_albinasus		Pitheciidae	0	1.760723972	3.454311188	-0.397940009	1.668385917	-0.301029996	1.352182518	2.477121255	1	57.64	5	all individuals	van Woerden compilation	2846.5	10	all individuals	Ayres 1981, 1989 in Norconk 07		0.4	46.6	45.1	91.65		4.1	4.05	92.8		0.5			0.5	3.4	100.0	two studies	Norconk 07 review (Pinto 2008 in ATWP 2011), Ayres 1981, other including bark)			22.5	19 to 56	22.5	Norconk 07 review, 56 in Pinto 2008 in ATWP 2011				300.0	250 to 1000	Norconk 07 review, 1000 Pinto 2008							
Chiropotes_chiropotes	Chiropotes_chiropotes	Chiropotes_chiropotes		Pitheciidae	0	1.739316727	3.40881136	-0.301029996	1.324796718	-0.32330639	1.330639205	2.301029996	1	54.87	32	all individuals	van Woerden compilation	2563.4	27	all individuals	van Woerden compilation (matching)	matching ECV	0.5	21.125	63.8	84.925		5.1125	5.1125	90.0		0.475			9.5	9	100.0	average	Norconk 07 review (other including leaves, insect, bark)			21.41111111	8 to 44	21.41111111	Norconk 07 review				200	180 to 250	Norconk 07 review							
Chiropotes_satanas	Chiropotes_satanas	Chiropotes_satanas		Pitheciidae	0	1.693786584	3.481442629	0.361727836	1.407107515	0.161368002	1.447158031	2.352182518	1	49.41	21	all individuals	van Woerden compilation	3030.0	9	all individuals	Hershkovitz 1985 in Smith and Jungers 1997 (this body mass from Surinam specimens most probably refers to C. chiropotes)		2.3	25.53333333	44.06666667	69.6		26.66666667	26.66666667	96.3		1.45	1.45	0	1.5	0	100.0	three studies	Santos 2002, Silva 2003, Veiga 2006 in ATWP 2011				17-39	28	only range, fragmented forests, Ayres 1981				225	200 to 250	Kaplan 2000 van Roosmalen 1988							
Chiropotes_utahickae	Chiropotes_utahickae	Chiropotes_utahickae		Pitheciidae	0			-0.455931956	1.386498966	0.204119983			1										0.35	24.35	55.9	80.25		17.75	17.75	98.0		1.6	1.6	0	1.6	0	100.0	average	Santos 2002, Vierira 2005 in ATWP 2012																			
Chlorocebus_aethiops	Chlorocebus_aethiops	Chlorocebus_aethiops	Cercopithecinae	Cercopithecidae	1	1.765273372	3.55337322				0.959041392		1	58.25	27	fem	van Woerden compilation	3575.8	30	fem	van Woerden compilation	matching ECV																	Whitten 1983, Wrangham 1981 in ATWP 2012 refer to C. pygetythrus!			9	3 to 22	9	Zinner et al. 2002 (Eritrea) in ATWP 2011													
Chlorocebus_djamdjamensis	Chlorocebus_djamdjamensis	Chlorocebus_djamdjamensis	Cercopithecinae	Cercopithecidae	0			0.361727836	0.982271233	1.910090546			1										2.3	9.6		9.6		3.1	3.1	12.7		81.3	80.2	1.1	81.3	3.7	100.0	single study	Mekonnen 2010 in ATWP 2012																			
Chlorocebus_pygerythrus	Chlorocebus_pygerythrus	Chlorocebus_pygerythrus	Cercopithecinae	Cercopithecidae	NA	1.777571457	3.55337322	1.18610838	0.952631025	0.979244778	1.434967888	1.612783857	1	59.92	34	fem	van Woerden compilation	3575.8	30	fem	van Woerden compilation (matching)	matching ECV	15.4	9.0	10.1	19.03333333		22.3	22.33333333	41.4	33.5	9.5			9.5	0.2	100.0	average	Enstam and Isbell 07 review (Whitten 1983, Wrangham 1981 in ATWP 2012)			27.225	8 to 40	27.225	various in ATWP 2011				41.0	23 to 60	various in ATWP 2011							
Chlorocebus_sabaeus	Chlorocebus_sabaeus	Chlorocebus_sabaeus	Cercopithecinae	Cercopithecidae	NA	1.768362877	3.568201724	1.120573931	1.424881637	1.568201724	1.173186268	2.17391434	1	58.66	3	fem	Isler et al. 2008	3700	1	fem	Isler et al. 2008 (matching)	matching ECV	13.2	26.6		26.6		2.7	2.7	29.3	11.2	37	37	0	37.0	0.3	91.0	single study	Galat 1977 in ATWP 2011			14.9	4 to 174	14.9	various in ATWP 2011 (Horrocks nnot included)				149.25	15 to 164	various in ATWP 2011							
Colobus_angolensis	Colobus_angolensis	Colobus_angolensis	Colobinae	Cercopithecidae	0	1.859138297	3.87909588		0.997095009	1.76697023	0.925999266	3.14783085	1	72.30	18	female	Isler et al. 2008	7570	11	fem	Isler et al. 2008	Oates et al. 94, Colyn 94 in Smith and Jungers 1997	0	9.933333333	25.675	35.60833333		5.96	5.96	41.6		58.475	23.96666667	18.06666667	58.5	0	100.0	average of four-five studies	lichen in adult leaves, Fashing 07 review			8.433333333	2 to 300	8.433333333	Fashing 07 review				1405.5	371 to 2440	Fashing 07 review							
Colobus_guereza	Colobus_guereza	Colobus_guereza	Colobinae	Cercopithecidae	0	1.857331835	3.875387895	0.176091259	1.395326393	1.742823288	0.970275334	1.204119983	1	72.00	32	fem	van Woerden compilation	7506	14	fem	van Woerden compilation (matching)	matching ECV	1.5	24.85	14.35	39.2		3.716666667	3.716666667	42.9		55.3125	34.76666667	17.4	55.3	0.3	100.0	average of 8 studies	ATWP 2011: Fashing			9.3	3 to 23	9.3	Fashing 07 review				16.0	8 to 100	Fashing 07 review							
Colobus_polykomos	Colobus_polykomos	Colobus_polykomos	Colobinae	Cercopithecidae	0	1.851107259	3.826648544		0.551101307	1.72427587	1.133538908	1.703291378	1	70.98	28	fem	van Woerden compilation	6709	7	fem	van Woerden compilation (matching)	matching ECV	0.0	3.557142857	37.94285714	41.5		3	3	44.5		53	29	23	53.0	2.5	100.0	average of two studies	ATWP 2011: DaSilva 1989, Korstjens 2001			13.6	11 to 19	13.6	Fashing 07 review				50.5	24 to 77	Fashing 07 review							
Colobus_satanas	Colobus_satanas	Colobus_satanas	Colobinae	Cercopithecidae	0	1.856124444	3.870403905		0.636822098	1.53571597	1.135662602	2.264817823	1	71.80	4	female	Isler et al. 2008	7420	5	fem	Isler et al. 2008	Malbrant&Maclatchy 49, Sabater Pi 73, Oates et al. 94 in Smith and Jungers 1997	0	4.333333333	51.33333333	55.66666667		6.666666667	6.666666667	62.3		34.33333333	26.33333333	8	34.3	3.3	100.0	average fo three studies	Fashing 07 review			13.66666667	7 to 25	13.66666667	Fashing 07 review				184	60 to 573	Fashing 07 review							
Colobus_vellerosus	Colobus_vellerosus	Colobus_vellerosus	Colobinae	Cercopithecidae	0	1.848836661	3.858537198		1.029383778	1.897627091	1.180412633	1.45484486	1	70.61	8	fem	van Woerden compilation	7220	5	fem	van Woerden compilation (matching)	matching ECV	0	10.7	4	14.7		6	6	20.7		79	40	34	79.0	0.3	100.0		Saj 2007 in ATWP 2011			15.15	4 to 33	15.15	Fashing 07 review				28.5	9 to 48	Fashing 07 review							
Daubentonia_madagascariensis	Daubentonia_madagascariensis	Daubentonia_madagascariensis		Daubentoniidae	0	1.650304094	3.414095521	1.474216264			0	2.012626351	0	44.70	11	all individuals	Isler et al. 2008	2594.8	20	all individuals	Feistner & Sterling 1997	ATWP 2011	29.8	0	46.2	46.2		7	7	53.2	17.0	0.0			0.0	0.0	100.0	single study	Sterling 1994	1		1.0	sometimes up to 4	1.0	Gould and Sauther 07 review	1-2km f, 2.2-4.4km males	170.3	35.6	103.0	31.7 to 214.6	Gould and Sauther 07 review, HMW3							
Erythrocebus_patas	Erythrocebus_patas	Erythrocebus_patas	Cercopithecinae	Cercopithecidae	1	1.94237987	3.812913357	1.505602133	1.243038049	0.40936947	1.397940009	3.505149978	1	87.57	7	fem	Isler et al. 2008	6500.0	14	fem	Isler et al. 2008	Galat-Luong 1996 in Smith&Jungers 1997	32.0	17.5	7.2	24.7		6.1	6.066666667	30.8	34.6	2.6			2.6	0.0	100.0	average	Isbell 1998, Nakagawa 2000			25.0	7 to 54	25.0	diverse in ATWP 2011				3200.0	2340 to 5200	diverse in ATWP 2011							
Eulemur_albifrons	Eulemur_fulvus_albifrons	Eulemur_albifrons		Lemuridae	0	1.362094984	3.338705444		1.761138178	0.914871818	0.875061263	1.117271296	1	23.02	23	all individuals	van Woerden compilation	2181.3	10	all individuals	Toborowski unpublished in ATWP 2011			57.70	0.5	58.165	20.1	6.96	27.08	85.2		8.2	4.68	3.55	8.2	6.53	100.0	average	Vasey 2002, Toborowsky 2006			7.5	1 to22	7.5	Vasey 1997 and Toborowsky 2006 in ATWP 2011		11.5	11.3	13.1		Vasey 1997							
Eulemur_collaris	Eulemur_fulvus_collaris	Eulemur_collaris		Lemuridae	0	1.359556498	3.331123488	0.51851394	1.894316063	0.643452676	0.84509804	1.768638101	1	22.89	34	all individuals	van Woerden compilation	2143.5	21	all individuals	Donati 2007 in ATWP 2011		3.3	78.4		78.4		14	14	92.4		4.4	3.2	1.2	4.4		100.1	single study	Donati 2007 in ATWP 2011			7	4 to 13	7.0	Donati 2002 in ATWP 2011				58.7		Donati 2002 in ATWP (primary forest)							
Eulemur_coronatus	Eulemur_coronatus	Eulemur_coronatus		Lemuridae	0	1.296309332	3.071882007	-0.15490196	1.913018684	0.521138084	0.740362689	0.89014146	1	19.78	15	all individuals	van Woerden compilation	1180.0	4	all individuals	Isler et al. 2008	Terranova&Coffman 1997 (wild) in Smith and Jungers 1997	0.7	81.85		81.85	0.7	13.46	14.16	96.0		3.32			3.3	0.0	100.0	single study	Freed 1996 in ATWP 2011			5.5	5 to 15	5.5	"HMW vol. 3; Gould and Sauther 07 review"				7.765	6.5-15.5	Gould and Sauther 07 review, Arbelot, Freed in ATWP 2011							
Eulemur_flavifrons				Lemuridae	0						0.929418926	1.079181246	1																													8.5	2 to 15	8.5	HMW vol. 3				12	4 to 20	HMW vol. 3							
Eulemur_fulvus	Eulemur_fulvus_fulvus	Eulemur_fulvus		Lemuridae	0	1.391953156	3.250807988		1.808987011	1.321908974	1.06069784	1.130333768	1	24.66	20	all individuals	van Woerden compilation	1781.6	11	all individuals	"Pastorini, pers comm; Rasmussen 1999 in ATWP 2011"		0.0	64.4		64.415		7.4	7.35	71.8		21.0	8.3	12.7	21.0	7.3	100.0	average	Rasmussen 1999, Tarnaud 2006			11.5	7 to 15, up to 40	11.5	Rasmussen 1999, Gould and Sauther 07 review				13.5	7 to 20	Gould and Sauther 07 review							
Eulemur_macaco	Eulemur_macaco_macaco	Eulemur_macaco		Lemuridae	0	1.367773968	3.286560931	-0.055517328	1.849112166	1.26245109	0.929418926	0.955848036	1	23.32	23	all individuals	van Woerden compilation	1934	27	all individuals	Bayart and Simmen 2005, Junge and Louis 2007, wild, in ATWP 2011		0.9	70.65	0.6	71.25	5.2	4.40	9.6	80.9		18.3	12.00	6.30	18.3	0.00	100.0	average	Birkinshaw 2001, Colquhoun 2005 in ATWP 2011			8.5	4 to 18	8.5	Diverse in ATWP 2011, median 7-10 HMW vol. 3				9.033333333	3.5 to 23.8	Diverse in ATWP 2011							
Eulemur_mongoz	Eulemur_mongoz	Eulemur_mongoz		Lemuridae	0	1.276183598	3.083658786	0	1.784141614	1.40654018	0.608526034	0.52026513	1	18.89	24	all individuals	van Woerden compilation	1212.4	22	all individuals	Isler et al. 2008	Pastorini, pers comm	1.0	60.83	3.0	63.83333333	7.4	2.00	9.4	73.2		25.5	11.85	6.00	25.5	0.30	100.0	average	Rasmussen 1999, Curtis1997, Andriatsarafara 1988 in ATWP 2011			4.1	3 to 8	4.1	diverse in ATWP 2011				3.3	1.62 to 5.47	Gould and Sauther 07 review							
Eulemur_rubriventer	Eulemur_rubriventer	Eulemur_rubriventer		Lemuridae	0	1.378632679	3.292256071		1.876506504	0.893484346	0.591064607	1.278753601	1	23.91	28	all individuals	van Woerden compilation	1960.0	29	all individuals	Isler et al. 2008		0	75.25	0.04	75.29	7.65	7.65	15.3	90.6		7.8	2.985	4.84	7.8	1.60	100.0	two studies	Overdorff 1993, Tecot 2008 in ATWP 2011			3.9	2 to 4	3.9	Overdorff and Tecot 2006 in ATWP 2011				19	15 to 20	Gould and Sauther 07 review							
Eulemur_rufifrons	Eulemur_rufifrons	Eulemur_rufifrons		Lemuridae	0			-0.301029996	1.772688355	1.467608106	0.929418926	1.414973348	1										0.5	59.25		59.25		9.45	9.45	68.7		29.4	3.5	25.85	29.4	1.40	100.0	single study	Overdorff 1993 in ATWP 2012			8.5	4 to 17	8.5	HMW vol. 3				26	26 to 100	HMW vol. 3, east and west							
Eulemur_rufus	Eulemur_fulvus_rufus	Eulemur_rufus		Lemuridae	0	1.352967444	3.258876629		1.675778342	1.668812856	0.982271233	0	1	22.54	34	all individuals	van Woerden compilation	1815	10	all individuals	Gerson 2001 in ATWP 2011			47.4	0	47.4		2.83	2.83	50.2		46.6	11.3925	17.845	46.6	3.10	100.0	average	Overdorff1993, CluttonBrock 1977, Gerson 2001 in ATWP 2011			9.6	8 to 14	9.6	Gould and Sauther 07 review, Gerson 2001, CluttonBrock 1977, in ATWP 2011				1	90 to 1000	Gould and Sauther 07 review, ATWP says less than 1HA!!!							
Eulemur_sanfordi				Lemuridae	0	1.335792102					0.77815125	1.176091259	1	21.67	3	all individuals	van Woerden compilation																						mainly fruit				3 to 9, up to 15	6	HMW vol. 3				15		HMW vol. 3							
Euoticus_elegantulus	Euoticus_elegantulus	Euoticus_elegantulus		Galagidae	0	0.736176752	2.437750563	1.301029996	0.698970004		0.477121255		0	5.45	27	all individuals	van Woerden compilation	274.0	8	all individuals	Isler et al. 2008	Chivers & Hladik 1989 in Smith and Jungers 1997	20	5		5	0	0	0	5.0	75	0	0	0	0.0	0	100.0	single study	Charles-Dominique,Gabon	3	1 to 7	1		3	Nekaris & Bearder 07, Ambrose 1999 in ATWP 2011													
Euoticus_pallidus	Euoticus_pallidus	Euoticus_pallidus		Galagidae	0	0.714805304	2.404320467				0.397940009		0	5.19	9	all individuals	Isler et al. 2008	253.7	3	all individuals	Jewell and Oates 1969 in ATWP 2011																			2.5	1 to 4			2.5	Nekaris & Bearder 07													
Galago_gallarum	Galago_gallarum	Galago_gallarum		Galagidae	0	0.635483747	2.301029996				0.301029996		0	4.32	5	all individuals	van Woerden compilation	200.0	1	all individuals	Smith&Jungers 1997	J. Masters pc																		2.0	1 to 3	1.3	sometimes in pairs or trios	2.0	Butynski 2004 in ATWP 2011													
Galago_moholi	Galago_moholi	Galago_moholi		Galagidae	0	0.565038	2.171372724	1.716003344			0.653212514	1.083681747	0	3.67	70	all individuals	van Woerden compilation	148.4	49	all individuals	Isler et al. 2008 (matching)	matching ECV	52.0	0.0		0	0.0	0.0	0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	100.0	single study	South Africa, Bearder, Harcourt	4.5	1-8, 2 or more females/off with 1 male	1.3	30% of the nights spent with other	4.5	Nekaris & Bearder 07, night: bearder 1972		16.2	8.1	12.1	up to 22.9	Nekaris & Bearder 07 (Pullen 2000 gives 7.2 for males, and 4.6 for females)							
Galago_senegalensis	Galago_senegalensis	Galago_senegalensis		Galagidae	0	0.596766185	2.288181913				0.544068044		0	3.95	216	all individuals	van Woerden compilation	194.2	193	all individuals	Isler et al. 2008 (matching)	matching ECV																		3.5	1 to 6, up to 9	1.3	1 to 3, usually 1	3.5	Haddow 1964, Nash 2008 in ATWP 2011	600.0					Bearder 1987							
